DateTime,CO(GT),C6H6(GT),NOx(GT),NO2(GT),T,RH,AH,hour,weekday,month,is_anom_resid_CO,is_anom_resid_C6H6,is_anom_resid_NOx,is_anom_resid_NO2,is_anom_iso,is_mismatch_CO,is_mismatch_C6H6,is_mismatch_NOx,is_mismatch_NO2
2004-01-05 03:00:00,1.3,6.280933632518836,,,15.650000095367,73.075000762939,1.2902305208881812,3,Monday,1,False,False,False,False,False,False,False,False,False
2004-01-05 04:00:00,,3.542514346206186,35.0,42.0,16.174999952316,69.89999961853,1.2755733418332384,4,Monday,1,False,False,False,False,False,False,False,False,False
2004-01-05 05:00:00,0.6,2.566706973107863,24.0,32.0,16.650000095367,67.124999046326,1.2619229465477226,5,Monday,1,False,False,False,False,False,False,False,False,False
2004-01-05 06:00:00,0.7,3.104478541444618,30.0,35.0,16.724999904633,66.874998092651,1.2631312913600283,6,Monday,1,False,False,False,False,False,False,False,False,False
2004-01-05 07:00:00,1.2,6.451625978003892,75.0,67.0,16.875000476837,66.549999237061,1.2688256915163194,7,Monday,1,False,False,False,False,False,False,False,False,False
2004-01-05 08:00:00,1.5,6.534918634306473,79.0,73.0,17.724999427795,61.97500038147,1.245804234450369,8,Monday,1,False,False,False,False,False,False,False,False,False
2004-01-05 09:00:00,1.8,8.81989445253267,104.0,86.0,19.425000190735,54.574999809265,1.218386356145657,9,Monday,1,False,False,False,False,False,False,False,False,False
2004-01-05 10:00:00,2.1,8.781965454686262,118.0,89.0,21.575000286102,46.075000762939,1.1725221760612545,10,Monday,1,False,False,False,False,False,False,False,False,False
2004-01-05 11:00:00,1.9,9.15795459328947,105.0,86.0,24.625,36.674999237061,1.1201715962503869,11,Monday,1,False,False,False,False,False,False,False,False,False
2004-01-05 12:00:00,2.0,9.209452844252331,101.0,86.0,26.000000476837,31.900001049042,1.0565930479855168,12,Monday,1,False,False,False,False,False,False,False,False,False
2004-01-05 13:00:00,1.3,6.0797640503425585,65.0,66.0,25.575000286102,31.52499961853,1.0184177367979412,13,Monday,1,False,False,False,False,False,False,False,False,False
2004-01-05 14:00:00,1.3,6.512662727014059,59.0,68.0,24.775000572205,34.774998664856,1.0716122290175427,14,Monday,1,False,False,False,False,False,False,False,False,False
2004-01-05 15:00:00,1.8,9.215898780684322,80.0,82.0,26.125,30.275000572205,1.0101488818677111,15,Monday,1,False,False,False,False,False,False,False,False,False
2004-01-05 16:00:00,2.0,8.276765149047742,98.0,91.0,25.474999904633,33.525000572205,1.076671251067215,16,Monday,1,False,False,False,False,False,False,False,False,False
2004-01-05 17:00:00,1.8,8.25214813535065,89.0,95.0,23.674999713898,37.22500038147,1.0745750328232098,17,Monday,1,False,False,False,False,False,False,False,False,False
2004-01-05 18:00:00,2.4,10.963457959141822,114.0,104.0,22.25,38.949999809265,1.0323931961051376,18,Monday,1,False,False,False,False,False,False,False,False,False
2004-01-05 19:00:00,4.0,14.712582780369386,195.0,131.0,20.650000095367,42.799999237061,1.029761382249692,19,Monday,1,False,False,False,False,False,False,False,False,False
2004-01-05 20:00:00,2.8,10.762921529695845,156.0,112.0,18.974999904633,51.675000190735,1.1221836115191808,20,Monday,1,False,False,False,False,False,False,False,False,False
2004-01-05 21:00:00,2.0,9.377671550694837,109.0,100.0,17.75,55.500000953674,1.1173779602099327,21,Monday,1,False,False,False,False,False,False,False,False,False
2004-01-05 22:00:00,3.6,14.838728111641782,184.0,115.0,17.39999961853,57.574999809265,1.1342188587141384,22,Monday,1,False,False,False,False,False,False,False,False,False
2004-01-05 23:00:00,3.7,13.310158892741038,190.0,129.0,17.574999809265,58.47500038147,1.1645498714220024,23,Monday,1,False,False,False,False,False,False,False,False,False
2004-01-06 00:00:00,0.3,4.731304485603308,46.0,45.0,18.599999904633,75.749998092651,1.6074268413134862,0,Tuesday,1,True,False,False,False,False,False,False,False,False
2004-01-06 01:00:00,,2.878385872658079,17.0,23.0,19.60000038147,68.433331807454,1.54425393151459,1,Tuesday,1,False,False,False,False,False,False,False,False,False
2004-01-06 02:00:00,,1.9852302955998737,18.0,26.0,17.974999904633,76.449998855591,1.560787767660741,2,Tuesday,1,False,False,False,False,False,False,False,True,False
2004-01-06 03:00:00,,1.0631526949621053,,,17.300000190735,77.150001525879,1.5104152195231875,3,Tuesday,1,False,False,False,False,False,False,False,False,False
2004-01-06 04:00:00,,1.31322175102388,16.0,24.0,16.5,82.25,1.5318242518223646,4,Tuesday,1,False,False,False,False,False,False,False,True,False
2004-01-06 05:00:00,0.1,2.400843067625029,39.0,41.0,16.824999809265,81.299999237061,1.5452135446955504,5,Tuesday,1,False,False,False,False,False,False,False,False,False
2004-01-06 06:00:00,0.3,6.090566655381708,107.0,65.0,17.324999809265,78.60000038147,1.5411991347708387,6,Tuesday,1,False,False,False,False,False,False,False,False,False
2004-01-06 07:00:00,1.4,12.506416413613422,190.0,94.0,16.925000190735,80.89999961853,1.5472406933276932,7,Tuesday,1,False,False,False,False,False,False,False,False,False
2004-01-06 08:00:00,2.7,19.512346483092777,236.0,100.0,17.099999427795,79.75,1.541986087329396,8,Tuesday,1,False,False,False,False,False,False,False,False,False
2004-01-06 09:00:00,2.3,15.235887077766897,227.0,103.0,18.5,70.300001144409,1.4825986667293716,9,Tuesday,1,False,False,False,False,False,False,False,False,False
2004-01-06 10:00:00,1.8,12.040228960945882,211.0,89.0,19.574999809265,66.675001144409,1.5022724790095467,10,Tuesday,1,False,False,False,False,False,False,False,False,False
2004-01-06 11:00:00,1.6,12.374538402775087,201.0,86.0,20.425000667572,63.075000762939,1.4969275804317623,11,Tuesday,1,False,False,False,False,False,False,False,False,False
2004-01-06 12:00:00,1.9,15.94571743631389,191.0,89.0,21.625,61.800000190735,1.5774541209854893,12,Tuesday,1,False,False,False,False,False,False,False,False,False
2004-01-06 13:00:00,2.5,15.702182283122928,192.0,88.0,24.0,49.300001144409,1.4509499764670462,13,Tuesday,1,False,False,False,False,False,False,False,False,False
2004-01-06 14:00:00,1.6,13.484076653735869,143.0,73.0,25.699999809265,43.824999809265,1.426218391979452,14,Tuesday,1,False,False,False,False,False,False,False,False,False
2004-01-06 15:00:00,1.5,12.447730384733633,148.0,78.0,24.599999904633,47.500000953674,1.4486551025766354,15,Tuesday,1,False,False,False,False,False,False,False,False,False
2004-01-06 16:00:00,2.5,17.094871128341516,183.0,95.0,24.800000190735,47.400000572205,1.4628209744062892,16,Tuesday,1,False,False,False,False,False,False,False,False,False
2004-01-06 17:00:00,3.6,21.990029094760025,216.0,109.0,23.749999523163,50.474999427795,1.4635893757517289,17,Tuesday,1,False,False,False,False,False,False,False,False,False
2004-01-06 18:00:00,3.5,19.85089135668633,184.0,95.0,23.049999713898,53.825000762939,1.496834229666982,18,Tuesday,1,False,False,False,False,False,False,False,False,False
2004-01-06 19:00:00,4.8,27.884805057911585,248.0,101.0,21.52499961853,65.774997711182,1.6687971096753347,19,Tuesday,1,True,True,False,False,False,False,False,False,True
2004-01-06 20:00:00,3.7,19.72587548434374,221.0,88.0,21.0,66.875,1.643588312987819,20,Tuesday,1,False,False,False,False,False,False,False,False,False
2004-01-06 21:00:00,2.1,15.661748524140208,159.0,77.0,20.60000038147,68.074998855591,1.6328985557452702,21,Tuesday,1,False,False,False,False,False,False,False,False,False
2004-01-06 22:00:00,1.6,11.96086428593333,136.0,75.0,20.474999904633,66.85000038147,1.5913575947834195,22,Tuesday,1,False,False,False,False,False,False,False,False,False
2004-01-06 23:00:00,2.2,13.137204610141337,168.0,81.0,20.199999809265,65.150001525879,1.5251040457038614,23,Tuesday,1,False,False,False,False,False,False,False,False,False
2004-01-07 00:00:00,2.3,12.883301872920768,111.0,102.0,27.074999809265,47.35000038147,1.670068729658921,0,Wednesday,1,False,False,False,False,False,False,False,False,False
2004-01-07 01:00:00,1.5,9.91003277401121,66.0,77.0,26.200000286102,49.400000572205,1.6555314080764358,1,Wednesday,1,False,False,False,False,False,False,False,False,False
2004-01-07 02:00:00,0.9,5.066115597584205,36.0,50.0,26.875,49.324999809265,1.719561454931296,2,Wednesday,1,False,False,False,False,False,False,False,False,False
2004-01-07 03:00:00,0.6,2.8340441550903015,,,26.25,50.75,1.7057634403871536,3,Wednesday,1,False,False,False,False,False,False,False,False,False
2004-01-07 04:00:00,0.6,3.19831791296911,31.0,40.0,24.85000038147,54.625,1.690785709241571,4,Wednesday,1,False,False,False,False,False,False,False,False,False
2004-01-07 05:00:00,0.8,5.379849891846783,75.0,66.0,23.425000190735,58.550000190735,1.6651455559224697,5,Wednesday,1,False,False,False,False,False,False,False,False,False
2004-01-07 06:00:00,0.9,6.357778864799785,66.0,60.0,24.375,55.175000190735,1.6604329335481895,6,Wednesday,1,False,False,False,False,False,False,False,False,False
2004-01-07 07:00:00,2.4,17.12004814434041,154.0,85.0,25.099999904633,54.300000190735,1.7057362678854995,7,Wednesday,1,False,False,False,False,False,False,False,False,False
2004-01-07 08:00:00,3.9,22.308582975669996,239.0,120.0,26.599999904633,51.200000762939,1.756494826496345,8,Wednesday,1,False,True,False,False,False,False,False,False,False
2004-01-07 09:00:00,2.9,14.649682363278062,246.0,134.0,28.199999809265,47.14999961853,1.7752289048902203,9,Wednesday,1,False,False,False,False,False,False,False,False,False
2004-01-07 10:00:00,2.7,13.280010624885582,261.0,149.0,31.575000762939,39.35000038147,1.79694756499122,10,Wednesday,1,False,False,False,False,False,False,False,False,False
2004-01-07 11:00:00,2.0,10.488913795517048,179.0,125.0,34.199999809265,31.824999332428,1.683749670976289,11,Wednesday,1,False,False,False,False,False,False,False,False,False
2004-01-07 12:00:00,2.4,14.220357031168104,159.0,132.0,36.599999427795,27.074999332428,1.6351921977852775,12,Wednesday,1,False,False,False,False,False,False,False,False,False
2004-01-07 13:00:00,2.0,12.170580769346868,111.0,114.0,37.574999809265,26.925000190735,1.714976154203039,13,Wednesday,1,False,False,False,False,False,False,False,False,False
2004-01-07 14:00:00,1.8,10.14393284560212,101.0,110.0,38.075000762939,26.300000190735,1.7212706146971641,14,Wednesday,1,False,False,False,False,False,False,False,False,False
2004-01-07 15:00:00,1.9,11.681285912573527,118.0,121.0,37.849999427795,26.900000095367,1.7391794399979967,15,Wednesday,1,False,False,False,False,False,False,False,False,False
2004-01-07 16:00:00,1.8,10.852621988236002,120.0,127.0,37.800000190735,22.724999427795,1.4652674761110829,16,Wednesday,1,False,False,False,False,False,False,False,False,False
2004-01-07 17:00:00,2.9,17.296729325739804,177.0,157.0,36.89999961853,24.650000095367,1.513355902782849,17,Wednesday,1,False,False,False,False,False,False,False,False,False
2004-01-07 18:00:00,3.3,17.985442521637722,186.0,169.0,34.474999427795,28.499999523163,1.5310417352625079,18,Wednesday,1,False,False,False,False,False,False,False,False,False
2004-01-07 19:00:00,4.4,22.923010298809654,235.0,179.0,32.52499961853,30.874999523163,1.4874994639084296,19,Wednesday,1,True,True,False,False,False,False,False,False,False
2004-01-07 20:00:00,3.4,16.544979890401567,195.0,149.0,30.925000190735,30.400000095367,1.338031229507248,20,Wednesday,1,False,False,False,False,False,False,False,False,False
2004-01-07 21:00:00,1.9,10.184263392187276,106.0,111.0,28.699999809265,34.724999427795,1.3457076525896876,21,Wednesday,1,False,False,False,False,False,False,False,False,False
2004-01-07 22:00:00,2.1,11.58872019508255,107.0,112.0,27.675000190735,39.349999427795,1.437175938722985,22,Wednesday,1,False,False,False,False,False,False,False,False,False
2004-01-07 23:00:00,2.5,14.313563500912604,134.0,120.0,26.800000190735,45.075000762939,1.5645365294262075,23,Wednesday,1,False,False,False,False,False,False,False,False,False
2004-01-08 00:00:00,2.0,11.158574937163834,106.0,82.0,26.550000190735,47.549999237061,1.626515132256836,0,Thursday,1,False,False,False,False,False,False,False,False,False
2004-01-08 01:00:00,1.8,9.784033778967517,77.0,70.0,25.700000286102,50.675000190735,1.6491413491490121,1,Thursday,1,False,False,False,False,False,False,False,False,False
2004-01-08 02:00:00,0.9,6.199041963295953,28.0,40.0,25.050000190735,53.925000190735,1.6889628103558572,2,Thursday,1,False,False,False,False,False,False,False,False,False
2004-01-08 03:00:00,0.5,3.64173967489039,,,24.775000095367,58.700000762939,1.8088753213924356,3,Thursday,1,False,False,False,False,False,False,False,False,False
2004-01-08 04:00:00,0.6,4.036644484467239,21.0,26.0,23.549999713898,63.599999427795,1.8223094987099988,4,Thursday,1,False,False,False,False,False,False,False,False,False
2004-01-08 05:00:00,0.4,2.5816785814911887,17.0,21.0,24.325000286102,59.449999809265,1.7837848545903294,5,Thursday,1,False,False,False,False,False,False,False,False,False
2004-01-08 06:00:00,0.4,2.6079681657119167,24.0,30.0,23.349999904633,61.975002288818,1.7546750118060992,6,Thursday,1,False,False,False,False,False,False,False,False,False
2004-01-08 07:00:00,0.4,2.9362043355061673,19.0,21.0,24.050000190735,63.075000762939,1.861889869472907,7,Thursday,1,False,False,False,False,False,False,False,False,False
2004-01-08 08:00:00,0.8,4.205894718223859,39.0,35.0,24.974999904633,60.675000190735,1.891976384564611,8,Thursday,1,False,False,False,False,False,False,False,False,False
2004-01-08 09:00:00,0.8,5.51898105425066,46.0,36.0,27.275000095367,52.425000190735,1.8707244096379587,9,Thursday,1,False,False,False,False,False,False,False,False,False
2004-01-08 10:00:00,0.9,5.8282613974034065,53.0,48.0,32.375,37.275000572205,1.7807569112763098,10,Thursday,1,False,False,False,False,False,False,False,False,False
2004-01-08 11:00:00,0.7,4.481885361504611,32.0,39.0,35.424999237061,31.325000286102,1.7736032289035306,11,Thursday,1,False,False,False,False,False,False,False,False,False
2004-01-08 12:00:00,0.6,4.345294539851805,30.0,34.0,37.449999809265,28.150000095367,1.7808489498946882,12,Thursday,1,False,False,False,False,False,False,False,False,False
2004-01-08 13:00:00,0.5,3.5468041764791476,24.0,33.0,39.249999046326,20.224999904633,1.4103994351894538,13,Thursday,1,False,False,False,False,True,False,False,False,False
2004-01-08 14:00:00,0.6,3.512547535780659,34.0,42.0,38.074999809265,18.549999713898,1.2140519972556731,14,Thursday,1,False,False,False,False,False,False,False,False,False
2004-01-08 15:00:00,0.7,3.93741727766051,63.0,85.0,40.175000190735,17.724999904633,1.2989449172496554,15,Thursday,1,False,False,False,False,False,False,False,False,False
2004-01-08 16:00:00,0.9,4.697393749776276,69.0,92.0,39.724999427795,19.075000286102,1.3645854820790355,16,Thursday,1,False,False,False,False,False,False,False,False,False
2004-01-08 17:00:00,0.9,5.257451382616683,61.0,84.0,38.5,19.800000190735,1.3260233642282444,17,Thursday,1,False,False,False,False,False,False,False,False,False
2004-01-08 18:00:00,1.2,6.3853200900791585,73.0,100.0,36.599998474121,24.625,1.4872246264668068,18,Thursday,1,False,False,False,False,False,False,False,False,False
2004-01-08 19:00:00,1.4,8.013772987090615,75.0,95.0,33.050001144409,32.650000095367,1.6200369304583584,19,Thursday,1,False,False,False,False,False,False,False,False,False
2004-01-08 20:00:00,1.5,9.209452844252331,69.0,77.0,30.650000095367,38.724999427795,1.6780120924051392,20,Thursday,1,False,False,False,False,False,False,False,False,False
2004-01-08 21:00:00,1.7,9.125830725364114,71.0,85.0,29.5,42.675000190735,1.731622049238859,21,Thursday,1,False,False,False,False,False,False,False,False,False
2004-01-08 22:00:00,1.7,9.132251648807033,73.0,83.0,27.849999904633,52.575000762939,1.9397783115289668,22,Thursday,1,False,False,False,False,False,False,False,False,False
2004-01-08 23:00:00,1.7,9.514487084856562,86.0,88.0,27.449999809265,55.474999427795,1.9998067518476943,23,Thursday,1,False,False,False,False,False,False,False,False,False
2004-01-09 00:00:00,1.9,9.540642925320222,189.0,96.0,23.699999809265,55.449998855591,1.6030632315941042,0,Friday,1,False,False,False,False,False,False,False,False,False
2004-01-09 01:00:00,1.3,7.021221524297898,136.0,79.0,22.75,58.549999237061,1.599227628983045,1,Friday,1,False,False,False,False,False,False,False,False,False
2004-01-09 02:00:00,0.7,3.339212977494369,83.0,61.0,22.75,58.52499961853,1.5985447924127671,2,Friday,1,False,False,False,False,False,False,False,False,False
2004-01-09 03:00:00,0.5,2.61926987611744,,,22.324999809265,59.674999237061,1.5888751201304987,3,Friday,1,False,False,False,False,False,False,False,False,False
2004-01-09 04:00:00,0.5,2.787414370831833,72.0,48.0,20.75,64.899998664856,1.57100926380947,4,Friday,1,False,False,False,False,False,False,False,False,False
2004-01-09 05:00:00,0.6,4.3125946666846815,121.0,63.0,19.724999904633,66.775001525879,1.5184129545137144,5,Friday,1,False,False,False,False,False,False,False,False,False
2004-01-09 06:00:00,1.3,8.53088910572999,268.0,92.0,19.775000095367,64.349999427795,1.467755584546933,6,Friday,1,False,False,False,False,False,False,False,False,False
2004-01-09 07:00:00,3.6,20.853976003052793,451.0,99.0,20.575000286102,62.27499961853,1.4915042042746636,7,Friday,1,False,True,False,False,False,False,False,False,False
2004-01-09 08:00:00,4.9,35.217726921167475,458.0,117.0,23.199999491374,53.966667175293,1.5143018856156805,8,Friday,1,True,True,False,False,False,False,False,False,False
2004-01-09 09:00:00,3.9,18.737902613801893,487.0,142.0,26.324999809265,43.074999809265,1.4541716581621362,9,Friday,1,False,False,True,False,False,False,False,False,False
2004-01-09 10:00:00,2.2,12.801609521790523,319.0,121.0,29.074999809265,35.375,1.4008110067411885,10,Friday,1,False,False,False,False,False,False,False,False,False
2004-01-09 11:00:00,1.9,11.151581216129403,269.0,122.0,29.974999904633,31.60000038147,1.3175727315885963,11,Friday,1,False,False,False,False,False,False,False,False,False
2004-01-09 12:00:00,2.2,13.31770051337886,224.0,108.0,32.400000095367,26.324999809265,1.2594069626757904,12,Friday,1,False,False,False,False,False,False,False,False,False
2004-01-09 13:00:00,2.0,11.256683224907974,162.0,80.0,31.27499961853,29.075000286102,1.3053746400256843,13,Friday,1,False,False,False,False,False,False,False,False,False
2004-01-09 14:00:00,1.7,10.386938409035164,189.0,93.0,31.075000286102,28.64999961853,1.2717894003358112,14,Friday,1,False,False,False,False,False,False,False,False,False
2004-01-09 15:00:00,2.0,12.294239862352264,213.0,108.0,33.324999809265,24.449999332428,1.2319796432927763,15,Friday,1,False,False,False,False,False,False,False,False,False
2004-01-09 16:00:00,2.1,12.301530519132688,245.0,118.0,35.474999427795,21.175000190735,1.2022260729555687,16,Friday,1,False,False,False,False,False,False,False,False,False
2004-01-09 17:00:00,3.2,19.405953728009944,341.0,149.0,34.625,21.950000286102,1.1890216374184857,17,Friday,1,False,False,False,False,False,False,False,False,False
2004-01-09 18:00:00,4.0,21.53437738309015,382.0,171.0,33.25,23.599999427795,1.1841732201362287,18,Friday,1,False,True,False,False,False,False,False,False,False
2004-01-09 19:00:00,4.4,25.660599613091325,358.0,154.0,30.025000095367,28.450000286102,1.1896263561711773,19,Friday,1,True,True,False,False,False,False,False,False,False
2004-01-09 20:00:00,3.0,14.508576744820013,288.0,122.0,27.974999904633,33.0,1.2263993376518665,20,Friday,1,False,False,False,False,False,False,False,False,False
2004-01-09 21:00:00,2.2,11.404531575678483,252.0,126.0,27.200000286102,37.375000953674,1.3278744095392079,21,Friday,1,False,False,False,False,False,False,False,False,False
2004-01-09 22:00:00,1.7,9.481835343396181,201.0,121.0,26.550000190735,39.924999237061,1.3656911978204298,22,Friday,1,False,False,False,False,False,False,False,False,False
2004-01-09 23:00:00,1.9,11.638524261032968,225.0,125.0,25.299999713898,41.675000190735,1.3246827268701464,23,Friday,1,False,False,False,False,False,False,False,False,False
2004-01-10 00:00:00,1.9,10.420883007390719,206.0,91.0,20.25,66.39999961853,1.5591145240848077,0,Saturday,1,False,False,False,False,False,False,False,False,False
2004-01-10 01:00:00,1.6,9.724590097455225,140.0,74.0,19.375000476837,69.275001525879,1.541826325010952,1,Saturday,1,False,False,False,False,False,False,False,False,False
2004-01-10 02:00:00,1.3,6.855573841730506,132.0,69.0,19.025000095367,70.77499961853,1.5416981382536565,2,Saturday,1,False,False,False,False,False,False,False,False,False
2004-01-10 03:00:00,0.8,3.9748794489009533,,,20.233332951864,65.833332061768,1.544237827002586,3,Saturday,1,False,False,False,False,False,False,False,False,False
2004-01-10 04:00:00,0.6,3.0479431577831377,81.0,54.0,19.775000572205,67.174999237061,1.5321908939581819,4,Saturday,1,False,False,False,False,False,False,False,False,False
2004-01-10 05:00:00,0.7,4.28000015894725,120.0,60.0,19.02499961853,70.27499961853,1.5308065486907525,5,Saturday,1,False,False,False,False,False,False,False,False,False
2004-01-10 06:00:00,1.6,9.843631831384473,279.0,69.0,18.75,71.77499961853,1.537229906145089,6,Saturday,1,False,False,False,False,False,False,False,False,False
2004-01-10 07:00:00,2.9,17.220914124412776,392.0,91.0,20.224999904633,66.324999809265,1.5549799928524302,7,Saturday,1,False,False,False,False,False,False,False,False,False
2004-01-10 08:00:00,4.1,27.884805057911585,433.0,97.0,20.824999809265,64.27499961853,1.5629888202940723,8,Saturday,1,False,True,False,False,False,False,False,False,False
2004-01-10 09:00:00,3.7,20.50820555964399,531.0,114.0,22.25,59.250000953674,1.5704569487377935,9,Saturday,1,False,False,False,False,False,False,False,False,False
2004-01-10 10:00:00,3.6,21.20220806763348,619.0,129.0,23.249999523163,56.60000038147,1.5929476103011222,10,Saturday,1,False,False,False,False,False,False,False,True,False
2004-01-10 11:00:00,3.4,19.913525522719976,522.0,137.0,23.775000095367,54.650000572205,1.5870107129435218,11,Saturday,1,False,False,False,False,False,False,False,False,False
2004-01-10 12:00:00,3.7,21.08279940251956,505.0,134.0,23.5,56.175000190735,1.604769087038448,12,Saturday,1,False,False,False,False,False,False,False,False,False
2004-01-10 13:00:00,4.1,22.289790459997715,465.0,132.0,23.949999809265,54.400000572205,1.596293575564616,13,Saturday,1,False,False,False,False,False,False,False,False,False
2004-01-10 14:00:00,3.2,,383.0,123.0,,,,14,Saturday,1,False,False,False,False,False,False,False,False,False
2004-01-10 15:00:00,2.4,12.868432241320129,278.0,105.0,25.425000190735,47.375,1.5169967305020382,15,Saturday,1,False,False,True,False,False,False,False,False,False
2004-01-10 16:00:00,3.4,18.407624923581555,372.0,136.0,26.425000667572,45.35000038147,1.5399610760524607,16,Saturday,1,False,False,False,False,False,False,False,False,False
2004-01-10 17:00:00,5.6,26.474062091908092,540.0,169.0,25.825000286102,46.89999961853,1.5375439798138508,17,Saturday,1,True,False,False,False,True,False,False,False,False
2004-01-10 18:00:00,,29.358341213406007,,,25.325000286102,49.64999961853,1.5805038964756608,18,Saturday,1,False,True,False,False,False,False,False,False,False
2004-01-10 19:00:00,,33.74682003097595,,,24.150000095367,54.275000572205,1.6116757577425012,19,Saturday,1,False,True,False,False,False,False,False,False,False
2004-01-10 20:00:00,,19.859833944162197,,,22.849999904633,58.050000190735,1.5951056941411124,20,Saturday,1,False,False,False,False,False,False,False,False,False
2004-01-10 21:00:00,,13.476495002460904,,,21.474999904633,63.224999427795,1.5992563857137552,21,Saturday,1,False,False,False,False,False,False,False,False,False
2004-01-10 22:00:00,,11.21459198410163,,,21.325000286102,63.02499961853,1.5797890802092425,22,Saturday,1,False,False,False,False,False,False,False,False,False
2004-01-10 23:00:00,,9.112994655087892,,,20.775000095367,64.10000038147,1.5540039450195895,23,Saturday,1,False,False,False,False,False,False,False,False,False
2004-01-11 00:00:00,3.2,15.864361525951503,318.0,69.0,20.075000286102,71.299999237061,1.6563815026088073,0,Sunday,1,False,False,False,False,False,False,False,False,False
